CREATED_DATE;TRANSACTION_ID;USER_ID;LOẠI GIAO DỊCH;GIÁ TRỊ GIAO DỊCH;TÊN SẢN PHẨM
2023-04-12;998;457;Rút;650000;TÍCH LUỸ
2023-04-12;999;806;Nạp;390000000;TÀI KHOẢN TIỀN FINHAY
2023-04-13;1000;788;Rút;650000;CHỨNG KHOÁN
2023-04-13;1001;854;Nạp;6890000;CHỨNG KHOÁN
2023-04-16;1002;349;Nạp;52000000;TÀI KHOẢN TIỀN FINHAY
2023-04-18;1003;324;Rút;2600000;CHỨNG KHOÁN
2023-04-18;1004;281;Rút;650000;CHỨNG KHOÁN
2023-04-18;1005;407;Rút;650000;CHỨNG KHOÁN
2023-04-18;1006;486;Nạp;6500000;CHỨNG KHOÁN
2023-04-18;1007;767;Nạp;13000000;TÀI KHOẢN TIỀN FINHAY
2023-04-18;1008;343;Rút;3214874;TÀI KHOẢN TIỀN FINHAY
2023-04-18;1009;888;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-18;1010;577;Nạp;390000;TÀI KHOẢN TIỀN FINHAY
2023-04-19;1011;404;Rút;3900000;CHỨNG KHOÁN
2023-04-19;1012;302;Rút;6500000;CHỨNG KHOÁN
2023-04-20;1013;252;Rút;1300000;CHỨNG KHOÁN
2023-04-20;1014;434;Rút;49400000;CHỨNG KHOÁN
2023-04-20;1015;568;Rút;1300000;CHỨNG KHOÁN
2023-04-20;1016;910;Rút;1290107;CHỨNG KHOÁN
2023-04-20;1017;288;Rút;1300000;CHỨNG KHOÁN
2023-04-20;1018;955;Rút;652613;TÍCH LUỸ
2023-04-20;1019;251;Rút;4413500;TÀI KHOẢN TIỀN FINHAY
2023-04-21;1020;234;Nạp;1300000;CHỨNG KHOÁN
2023-04-21;1021;237;Rút;650000;CHỨNG KHOÁN
2023-04-21;1022;871;Nạp;2600000;CHỨNG KHOÁN
2023-04-22;1023;227;Rút;650000;CHỨNG KHOÁN
2023-04-22;1024;218;Rút;26000000;TÍCH LUỸ
2023-04-22;1025;881;Nạp;65000000;TÀI KHOẢN TIỀN FINHAY
2023-04-24;1026;199;Nạp;650000;CHỨNG KHOÁN
2023-04-24;1027;191;Nạp;10400000;CHỨNG KHOÁN
2023-04-24;1028;462;Rút;2860000;TÀI KHOẢN TIỀN FINHAY
2023-04-25;1029;179;Rút;650000;CHỨNG KHOÁN
2023-04-26;1030;159;Rút;1300000;CHỨNG KHOÁN
2023-04-26;1031;509;Rút;1291498;TÀI KHOẢN TIỀN FINHAY
2023-04-26;1032;215;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-26;1033;229;Nạp;39000000;TÀI KHOẢN TIỀN FINHAY
2023-04-27;1034;740;Nạp;7800000;TÀI KHOẢN TIỀN FINHAY
2023-04-28;1035;124;Rút;650000;CHỨNG KHOÁN
2023-04-29;1036;112;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-30;1037;775;Rút;13000000;CHỨNG KHOÁN
2023-05-01;1038;98;Nạp;260000;CHỨNG KHOÁN
2023-05-02;1039;775;Nạp;13000000;CHỨNG KHOÁN
2023-05-02;1040;287;Rút;650000;CHỨNG KHOÁN
2023-05-02;1041;71;Rút;6500000;CHỨNG KHOÁN
2023-05-02;1042;237;Nạp;653029;TÀI KHOẢN TIỀN FINHAY
2023-05-04;1043;220;Nạp;650000;CHỨNG KHOÁN
2023-05-05;1044;197;Rút;1950000;CHỨNG KHOÁN
2023-05-05;1045;18;Rút;1300000;CHỨNG KHOÁN
2023-05-05;1046;21;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-05;1047;16;Rút;650000;TÍCH LUỸ
2023-05-06;1048;14;Nạp;650000;CHỨNG KHOÁN
2023-05-07;1049;11;Nạp;1300000;CHỨNG KHOÁN
2023-05-07;1050;80;Nạp;1300000;TÍCH LUỸ
2023-05-08;1051;212;Nạp;65000000;CHỨNG KHOÁN
2023-05-09;1052;229;Rút;39000000;CHỨNG KHOÁN
2023-05-09;1053;260;Nạp;7150000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1054;313;Nạp;13687596;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1055;504;Nạp;764309;TÀI KHOẢN TIỀN FINHAY
2023-05-10;1056;70;Rút;13000000;CHỨNG KHOÁN
2023-05-10;1057;965;Nạp;42900000;CHỨNG KHOÁN
2023-05-10;1058;66;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-10;1059;70;Rút;13000000;TÀI KHOẢN TIỀN FINHAY
2023-05-11;1060;748;Nạp;13000000;CHỨNG KHOÁN
2023-05-11;1061;876;Rút;2600000;CHỨNG KHOÁN
2023-05-11;1062;54;Nạp;1521000;CHỨNG KHOÁN
2023-05-11;1063;410;Nạp;7146711;TÀI KHOẢN TIỀN FINHAY
2023-05-11;1064;976;Rút;1313000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;1065;560;Nạp;5772000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;1066;5;Nạp;3770000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;1067;296;Rút;260000;CHỨNG KHOÁN
2023-05-15;1068;331;Nạp;741000;CHỨNG KHOÁN
2023-05-15;1069;218;Rút;13000000;TÀI KHOẢN TIỀN FINHAY
2023-05-15;1070;212;Rút;111907003;TÀI KHOẢN TIỀN FINHAY
2023-05-16;1071;395;Nạp;7572994;TÀI KHOẢN TIỀN FINHAY
2023-05-16;1072;218;Nạp;260000000;TÀI KHOẢN TIỀN FINHAY
2023-05-17;1073;926;Nạp;1454258;TÀI KHOẢN TIỀN FINHAY
2023-05-18;1074;512;Nạp;21611304;TÀI KHOẢN TIỀN FINHAY
2023-05-20;1075;489;Nạp;653211;CHỨNG KHOÁN
2023-05-20;1076;98;Rút;260000;CHỨNG KHOÁN
2023-05-23;1077;79;Nạp;1685008;TÀI KHOẢN TIỀN FINHAY
2023-05-23;1078;329;Nạp;19336200;TÀI KHOẢN TIỀN FINHAY
2023-05-23;1079;773;Rút;1300000;TÍCH LUỸ
2023-05-25;1080;774;Rút;1320293;TÀI KHOẢN TIỀN FINHAY
2023-05-28;1081;740;Rút;3250000;TÀI KHOẢN TIỀN FINHAY
2023-05-29;1082;656;Rút;781885;TÀI KHOẢN TIỀN FINHAY
2023-05-29;1083;80;Nạp;1304862;TÀI KHOẢN TIỀN FINHAY
2023-05-30;1084;892;Nạp;30277000;TÀI KHOẢN TIỀN FINHAY
2023-05-30;1085;218;Nạp;13884;TÀI KHOẢN TIỀN FINHAY
2023-03-24;1086;966;Nạp;1300000;CHỨNG KHOÁN
2023-03-24;1087;973;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-03-25;1088;956;Nạp;650000;TÍCH LUỸ
2023-03-27;1089;902;Nạp;650000;CHỨNG KHOÁN
2023-03-28;1090;921;Rút;2600000;CHỨNG KHOÁN
2023-03-28;1091;996;Nạp;650000;TÍCH LUỸ
2023-03-29;1092;886;Rút;260000000;CHỨNG KHOÁN
2023-03-30;1093;833;Nạp;7800000;TÍCH LUỸ
2023-03-31;1094;918;Nạp;6500000;CHỨNG KHOÁN
2023-03-31;1095;938;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-03-31;1096;814;Rút;2600000;TÀI KHOẢN TIỀN FINHAY
2023-04-03;1097;707;Nạp;6500000;CHỨNG KHOÁN
2023-04-03;1098;690;Nạp;650000;CHỨNG KHOÁN
2023-04-03;1099;703;Nạp;1300000;CHỨNG KHOÁN
2023-04-03;1100;733;Rút;1300000;CHỨNG KHOÁN
2023-04-03;1101;703;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-04;1102;667;Nạp;1300000;CHỨNG KHOÁN
2023-04-04;1103;681;Nạp;1300000;TÍCH LUỸ
2023-04-04;1104;838;Nạp;1300000;TÍCH LUỸ
2023-04-05;1105;646;Nạp;650000;CHỨNG KHOÁN
2023-04-05;1106;650;Nạp;650000;CHỨNG KHOÁN
2023-04-05;1107;797;Rút;910000;CHỨNG KHOÁN
2023-04-05;1108;610;Nạp;650000;CHỨNG KHOÁN
2023-04-05;1109;921;Nạp;7800000;CHỨNG KHOÁN
2023-04-05;1110;775;Nạp;1950000;TÀI KHOẢN TIỀN FINHAY
2023-04-05;1111;740;Rút;5200000;TÍCH LUỸ
2023-04-05;1112;670;Rút;13000000;TÍCH LUỸ
2023-04-06;1113;645;Rút;650000;CHỨNG KHOÁN
2023-04-06;1114;631;Rút;13000000;CHỨNG KHOÁN
2023-04-06;1115;734;Nạp;7150000;CHỨNG KHOÁN
2023-04-06;1116;670;Nạp;13000000;TÀI KHOẢN TIỀN FINHAY
2023-04-07;1117;557;Rút;6500000;CHỨNG KHOÁN
2023-04-07;1118;568;Rút;13000000;TÍCH LUỸ
2023-04-07;1119;808;Rút;1300000;TÍCH LUỸ
2023-04-07;1120;952;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-09;1121;513;Nạp;1300000;CHỨNG KHOÁN
2023-04-09;1122;530;Nạp;1300000;TÍCH LUỸ
2023-04-10;1123;502;Rút;1300000;TÍCH LUỸ
2023-04-10;1124;506;Rút;6500000;TÍCH LUỸ
2023-04-11;1125;469;Rút;1300000;CHỨNG KHOÁN
2023-04-11;1126;957;Rút;6384547;TÀI KHOẢN TIỀN FINHAY
2023-04-12;1127;571;Nạp;62400000;CHỨNG KHOÁN
2023-04-12;1128;522;Nạp;1560000;CHỨNG KHOÁN
2023-04-12;1129;650;Rút;39000000;CHỨNG KHOÁN
2023-04-12;1130;481;Rút;650000;CHỨNG KHOÁN
2023-04-12;1131;680;Nạp;3900000;TÀI KHOẢN TIỀN FINHAY
2023-04-13;1132;398;Nạp;1300000;CHỨNG KHOÁN
2023-04-14;1133;378;Nạp;650000;CHỨNG KHOÁN
2023-04-14;1134;507;Rút;6500000;CHỨNG KHOÁN
2023-04-14;1135;374;Rút;650000;CHỨNG KHOÁN
2023-04-14;1136;377;Rút;130000;CHỨNG KHOÁN
2023-04-14;1137;738;Rút;1300000;CHỨNG KHOÁN
2023-04-14;1138;365;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-15;1139;492;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-15;1140;862;Nạp;676234;TÀI KHOẢN TIỀN FINHAY
2023-04-15;1141;358;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-16;1142;762;Rút;1300000;CHỨNG KHOÁN
2023-04-16;1143;770;Nạp;80600000;TÍCH LUỸ
2023-04-16;1144;334;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-17;1145;319;Rút;3900000;CHỨNG KHOÁN
2023-04-17;1146;433;Nạp;6500000;TÍCH LUỸ
2023-04-18;1147;438;Rút;650000;CHỨNG KHOÁN
2023-04-18;1148;296;Nạp;130000;CHỨNG KHOÁN
2023-04-18;1149;297;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-18;1150;950;Nạp;650000;TÍCH LUỸ
2023-04-19;1151;277;Nạp;1300000;CHỨNG KHOÁN
2023-04-19;1152;929;Nạp;1300000;CHỨNG KHOÁN
2023-04-19;1153;880;Rút;682370;TÀI KHOẢN TIỀN FINHAY
2023-04-20;1154;492;Rút;650000;CHỨNG KHOÁN
2023-04-20;1155;251;Rút;4413500;TÍCH LUỸ
2023-04-21;1156;485;Rút;1105000;CHỨNG KHOÁN
2023-04-21;1157;371;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-23;1158;194;Rút;650000;CHỨNG KHOÁN
2023-04-23;1159;195;Nạp;1300000;CHỨNG KHOÁN
2023-04-24;1160;849;Rút;650000;CHỨNG KHOÁN
2023-04-24;1161;315;Rút;650000;CHỨNG KHOÁN
2023-04-24;1162;184;Nạp;650000;CHỨNG KHOÁN
2023-04-24;1163;881;Nạp;9100000;TÀI KHOẢN TIỀN FINHAY
2023-04-25;1164;511;Rút;13000000;CHỨNG KHOÁN
2023-04-25;1165;329;Rút;2600000;CHỨNG KHOÁN
2023-04-25;1166;933;Nạp;2600000;TÍCH LUỸ
2023-04-26;1167;229;Nạp;39000000;TÀI KHOẢN TIỀN FINHAY
2023-04-26;1168;618;Nạp;650000;TÍCH LUỸ
2023-04-26;1169;215;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-27;1170;151;Rút;1300000;CHỨNG KHOÁN
2023-04-27;1171;157;Nạp;13000000;CHỨNG KHOÁN
2023-04-27;1172;233;Rút;1291602;TÀI KHOẢN TIỀN FINHAY
2023-04-27;1173;468;Nạp;8933782;TÀI KHOẢN TIỀN FINHAY
2023-04-28;1174;113;Rút;650000;CHỨNG KHOÁN
2023-04-28;1175;265;Rút;2691000;CHỨNG KHOÁN
2023-04-28;1176;301;Rút;26650000;CHỨNG KHOÁN
2023-04-29;1177;109;Rút;1300000;CHỨNG KHOÁN
2023-04-29;1178;108;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-30;1179;102;Rút;1300000;CHỨNG KHOÁN
2023-05-01;1180;99;Nạp;650000;CHỨNG KHOÁN
2023-05-01;1181;93;Rút;1300000;CHỨNG KHOÁN
2023-05-01;1182;87;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-02;1183;643;Nạp;878670;TÀI KHOẢN TIỀN FINHAY
2023-05-03;1184;82;Rút;650000;CHỨNG KHOÁN
2023-05-04;1185;66;Rút;26000000;CHỨNG KHOÁN
2023-05-04;1186;341;Rút;702000;CHỨNG KHOÁN
2023-05-04;1187;541;Nạp;130000;CHỨNG KHOÁN
2023-05-04;1188;283;Nạp;6500000;CHỨNG KHOÁN
2023-05-04;1189;249;Nạp;671580;TÀI KHOẢN TIỀN FINHAY
2023-05-05;1190;70;Nạp;32500000;CHỨNG KHOÁN
2023-05-05;1191;273;Rút;6500000;CHỨNG KHOÁN
2023-05-05;1192;265;Nạp;10140000;TÀI KHOẢN TIỀN FINHAY
2023-05-05;1193;84;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-05;1194;119;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-06;1195;673;Nạp;1040000;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1196;501;Nạp;1059110;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1197;697;Nạp;17433000;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1198;860;Rút;170794000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1199;136;Nạp;5200000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1200;84;Nạp;11944764;TÀI KHOẢN TIỀN FINHAY
2023-05-10;1201;23;Nạp;650000;CHỨNG KHOÁN
2023-05-10;1202;15;Nạp;16484000;CHỨNG KHOÁN
2023-05-11;1203;538;Rút;5850000;CHỨNG KHOÁN
2023-05-11;1204;343;Nạp;13000000;CHỨNG KHOÁN
2023-05-11;1205;196;Rút;8047000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;1206;128;Nạp;780000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;1207;312;Rút;4550000;TÀI KHOẢN TIỀN FINHAY
2023-05-15;1208;553;Nạp;650000;CHỨNG KHOÁN
2023-05-15;1209;748;Nạp;10630438;TÍCH LUỸ
2023-05-15;1210;86;Nạp;689988;TÍCH LUỸ
2023-05-16;1211;773;Nạp;650000;CHỨNG KHOÁN
2023-05-16;1212;83;Nạp;1478932;TÀI KHOẢN TIỀN FINHAY
2023-05-16;1213;522;Rút;19844214;TÍCH LUỸ
2023-05-17;1214;921;Nạp;14282164;TÀI KHOẢN TIỀN FINHAY
2023-05-18;1215;77;Rút;6500000;CHỨNG KHOÁN
2023-05-23;1216;151;Nạp;3266861;TÀI KHOẢN TIỀN FINHAY
2023-05-23;1217;229;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-23;1218;465;Nạp;1324297;TÀI KHOẢN TIỀN FINHAY
2023-05-24;1219;80;Rút;652431;TÀI KHOẢN TIỀN FINHAY
2023-05-25;1220;134;Nạp;3388307;TÀI KHOẢN TIỀN FINHAY
2023-05-27;1221;646;Nạp;1300000;TÍCH LUỸ
2023-05-27;1222;740;Rút;2600000;TÀI KHOẢN TIỀN FINHAY
2023-05-30;1223;388;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-30;1224;75;Rút;15465034;TÀI KHOẢN TIỀN FINHAY
2023-05-30;1225;274;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-30;1226;177;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-03-24;1227;971;Rút;11700000;CHỨNG KHOÁN
2023-03-24;1228;971;Nạp;11700000;TÀI KHOẢN TIỀN FINHAY
2023-03-27;1229;921;Nạp;1300000;CHỨNG KHOÁN
2023-03-27;1230;908;Rút;650000;CHỨNG KHOÁN
2023-03-28;1231;873;Rút;520000;CHỨNG KHOÁN
2023-03-28;1232;947;Rút;1300000;TÍCH LUỸ
2023-03-29;1233;839;Nạp;650000;CHỨNG KHOÁN
2023-03-29;1234;980;Nạp;6500000;TÍCH LUỸ
2023-03-30;1235;837;Rút;3900000;CHỨNG KHOÁN
2023-03-30;1236;988;Rút;650000;CHỨNG KHOÁN
2023-03-30;1237;807;Rút;6500000;TÍCH LUỸ
2023-03-31;1238;912;Rút;1300000;CHỨNG KHOÁN
2023-03-31;1239;784;Rút;650000;CHỨNG KHOÁN
2023-03-31;1240;778;Rút;13910000;TÀI KHOẢN TIỀN FINHAY
2023-03-31;1241;769;Rút;1742000;TÍCH LUỸ
2023-04-02;1242;722;Nạp;650000;CHỨNG KHOÁN
2023-04-02;1243;737;Nạp;650000;CHỨNG KHOÁN
2023-04-02;1244;719;Nạp;1300000;CHỨNG KHOÁN
2023-04-03;1245;701;Rút;1300000;CHỨNG KHOÁN
2023-04-03;1246;701;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-03;1247;824;Nạp;650000;TÍCH LUỸ
2023-04-03;1248;726;Nạp;2600000;TÍCH LUỸ
2023-04-04;1249;677;Rút;650000;TÍCH LUỸ
2023-04-04;1250;883;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-05;1251;641;Rút;2990000;CHỨNG KHOÁN
2023-04-05;1252;697;Rút;1690000;CHỨNG KHOÁN
2023-04-05;1253;821;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-06;1254;684;Rút;650000;CHỨNG KHOÁN
2023-04-06;1255;574;Rút;260000;CHỨNG KHOÁN
2023-04-06;1256;602;Nạp;650000;CHỨNG KHOÁN
2023-04-06;1257;791;Nạp;19791772;TÀI KHOẢN TIỀN FINHAY
2023-04-06;1258;902;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-07;1259;921;Rút;1300000;CHỨNG KHOÁN
2023-04-07;1260;593;Rút;2600000;CHỨNG KHOÁN
2023-04-07;1261;700;Nạp;650000;CHỨNG KHOÁN
2023-04-07;1262;573;Nạp;2600000;CHỨNG KHOÁN
2023-04-07;1263;604;Nạp;1300000;CHỨNG KHOÁN
2023-04-09;1264;670;Rút;13000000;TÀI KHOẢN TIỀN FINHAY
2023-04-10;1265;554;Rút;6500000;CHỨNG KHOÁN
2023-04-10;1266;913;Nạp;650000;CHỨNG KHOÁN
2023-04-10;1267;550;Nạp;1300000;CHỨNG KHOÁN
2023-04-10;1268;530;Rút;1300000;CHỨNG KHOÁN
2023-04-10;1269;534;Rút;5174000;CHỨNG KHOÁN
2023-04-10;1270;765;Rút;1285141;TÀI KHOẢN TIỀN FINHAY
2023-04-10;1271;636;Nạp;1305187;TÀI KHOẢN TIỀN FINHAY
2023-04-10;1272;849;Rút;6159517;TÀI KHOẢN TIỀN FINHAY
2023-04-10;1273;560;Rút;16625284;TÍCH LUỸ
2023-04-10;1274;549;Nạp;823303;TÍCH LUỸ
2023-04-10;1275;765;Nạp;1285141;TÍCH LUỸ
2023-04-11;1276;449;Rút;1300000;CHỨNG KHOÁN
2023-04-11;1277;460;Nạp;1300000;CHỨNG KHOÁN
2023-04-11;1278;680;Nạp;3900000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;1279;454;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;1280;684;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;1281;478;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-12;1282;467;Rút;650000;CHỨNG KHOÁN
2023-04-12;1283;649;Rút;1374087;TÀI KHOẢN TIỀN FINHAY
2023-04-12;1284;728;Nạp;656071;TÀI KHOẢN TIỀN FINHAY
2023-04-12;1285;591;Rút;1593176;TÀI KHOẢN TIỀN FINHAY
2023-04-13;1286;450;Rút;13000000;CHỨNG KHOÁN
2023-04-13;1287;392;Rút;1300000;CHỨNG KHOÁN
2023-04-13;1288;522;Nạp;1300000;CHỨNG KHOÁN
2023-04-13;1289;432;Rút;6500000;CHỨNG KHOÁN
2023-04-13;1290;409;Nạp;1300000;CHỨNG KHOÁN
2023-04-13;1291;428;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-13;1292;718;Rút;13000000;TÀI KHOẢN TIỀN FINHAY
2023-04-14;1293;424;Nạp;260000;CHỨNG KHOÁN
2023-04-14;1294;379;Nạp;1300000;CHỨNG KHOÁN
2023-04-17;1295;323;Nạp;650000;CHỨNG KHOÁN
2023-04-17;1296;317;Rút;650000;CHỨNG KHOÁN
2023-04-17;1297;488;Rút;6500000;CHỨNG KHOÁN
2023-04-17;1298;355;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-18;1299;572;Nạp;650000;CHỨNG KHOÁN
2023-04-18;1300;311;Nạp;650000;CHỨNG KHOÁN
2023-04-18;1301;292;Rút;650000;TÍCH LUỸ
2023-04-19;1302;367;Rút;650000;CHỨNG KHOÁN
2023-04-20;1303;247;Nạp;650000;CHỨNG KHOÁN
2023-04-20;1304;338;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-04-20;1305;955;Nạp;652613;TÀI KHOẢN TIỀN FINHAY
2023-04-21;1306;242;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-21;1307;745;Rút;2340000;TÀI KHOẢN TIỀN FINHAY
2023-04-22;1308;215;Rút;1300000;TÍCH LUỸ
2023-04-23;1309;506;Nạp;6500000;CHỨNG KHOÁN
2023-04-23;1310;552;Rút;1307423;TÀI KHOẢN TIỀN FINHAY
2023-04-24;1311;185;Nạp;1300000;CHỨNG KHOÁN
2023-04-24;1312;303;Rút;687778;TÀI KHOẢN TIỀN FINHAY
2023-04-24;1313;912;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-24;1314;357;Nạp;1281202;TÀI KHOẢN TIỀN FINHAY
2023-04-25;1315;453;Rút;1300000;CHỨNG KHOÁN
2023-04-25;1316;789;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-25;1317;318;Nạp;650000;TÍCH LUỸ
2023-04-26;1318;152;Nạp;5850000;CHỨNG KHOÁN
2023-04-26;1319;302;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-26;1320;268;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-27;1321;251;Nạp;6500000;TÍCH LUỸ
2023-04-28;1322;140;Rút;520000;CHỨNG KHOÁN
2023-04-28;1323;221;Rút;6406855;TÀI KHOẢN TIỀN FINHAY
2023-04-30;1324;101;Rút;5200000;CHỨNG KHOÁN
2023-04-30;1325;110;Nạp;1300000;TÍCH LUỸ
2023-05-03;1326;101;Rút;6500000;TÍCH LUỸ
2023-05-04;1327;218;Rút;650000;CHỨNG KHOÁN
2023-05-04;1328;53;Nạp;6500000;CHỨNG KHOÁN
2023-05-04;1329;68;Nạp;650000;CHỨNG KHOÁN
2023-05-04;1330;621;Nạp;2312375;TÀI KHOẢN TIỀN FINHAY
2023-05-04;1331;42;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-04;1332;218;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-05;1333;273;Rút;2600000;CHỨNG KHOÁN
2023-05-05;1334;19;Rút;1300000;CHỨNG KHOÁN
2023-05-05;1335;598;Nạp;23774400;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1336;15;Rút;129259000;CHỨNG KHOÁN
2023-05-08;1337;36;Rút;13000000;CHỨNG KHOÁN
2023-05-08;1338;174;Rút;13000000;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1339;794;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1340;806;Nạp;689936;TÀI KHOẢN TIỀN FINHAY
2023-05-08;1341;650;Rút;12870000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1342;202;Rút;11887200;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1343;201;Nạp;2600000;TÍCH LUỸ
2023-05-09;1344;924;Nạp;19500000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;1345;338;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-10;1346;792;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-10;1347;660;Nạp;12607387;TÀI KHOẢN TIỀN FINHAY
2023-05-10;1348;342;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-11;1349;75;Rút;26000000;CHỨNG KHOÁN
2023-05-11;1350;8;Rút;1300000;CHỨNG KHOÁN
2023-05-11;1351;748;Nạp;13104000;TÍCH LUỸ
2023-05-12;1352;86;Nạp;1321476;TÀI KHOẢN TIỀN FINHAY
2023-05-13;1353;527;Nạp;780000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;1354;323;Rút;318500000;TÍCH LUỸ
2023-05-13;1355;812;Nạp;1306084;TÀI KHOẢN TIỀN FINHAY
2023-05-15;1356;48;Nạp;39000000;CHỨNG KHOÁN
2023-05-15;1357;70;Nạp;9100000;TÀI KHOẢN TIỀN FINHAY
2023-05-15;1358;218;Rút;52194454;TÍCH LUỸ
2023-05-15;1359;274;Rút;2433678;TÀI KHOẢN TIỀN FINHAY
2023-05-16;1360;773;Rút;1352000;TÀI KHOẢN TIỀN FINHAY
2023-05-16;1361;707;Rút;65000000;TÀI KHOẢN TIỀN FINHAY
2023-05-17;1362;653;Rút;4055181;TÀI KHOẢN TIỀN FINHAY
2023-05-17;1363;154;Rút;662155;TÀI KHOẢN TIỀN FINHAY
2023-05-18;1364;652;Rút;8736000;TÀI KHOẢN TIỀN FINHAY
2023-05-18;1365;337;Rút;45639373;TÀI KHOẢN TIỀN FINHAY
2023-05-19;1366;260;Rút;1950000;TÀI KHOẢN TIỀN FINHAY
2023-05-19;1367;324;Nạp;5850000;TÀI KHOẢN TIỀN FINHAY
2023-05-21;1368;38;Nạp;6500000;TÍCH LUỸ
2023-05-23;1369;773;Nạp;858000;TÀI KHOẢN TIỀN FINHAY
2023-05-28;1370;25;Nạp;650000;TÍCH LUỸ
2023-03-25;1371;946;Rút;1300000;CHỨNG KHOÁN
2023-03-28;1372;981;Rút;650000;TÍCH LUỸ
2023-03-28;1373;924;Rút;650000;TÍCH LUỸ
2023-03-30;1374;800;Nạp;650000;CHỨNG KHOÁN
2023-03-30;1375;954;Rút;661466;TÀI KHOẢN TIỀN FINHAY
2023-03-30;1376;926;Nạp;2600000;TÀI KHOẢN TIỀN FINHAY
2023-03-31;1377;794;Rút;650000;CHỨNG KHOÁN
2023-03-31;1378;786;Rút;650000;CHỨNG KHOÁN
2023-03-31;1379;807;Nạp;2600000;TÍCH LUỸ
2023-03-31;1380;807;Nạp;10400000;TÀI KHOẢN TIỀN FINHAY
2023-04-01;1381;807;Rút;1300000;TÍCH LUỸ
2023-04-02;1382;733;Rút;6500000;TÍCH LUỸ
2023-04-03;1383;781;Rút;650000;CHỨNG KHOÁN
